|dates|Brantley_Georgia_UnitedStates.JHU_ConfirmedCases.data|Brantley_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Brantley_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Brantley_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Brantley_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Brantley_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|50.0|0|2.0|0|0.0|0
0|2020-05-28|50.0|0|2.0|0|0.0|0
0|2020-05-29|50.0|0|2.0|0|0.0|0
0|2020-05-30|50.0|0|2.0|0|0.0|0
