|dates|Wayne_Michigan_UnitedStates.JHU_ConfirmedCases.data|Wayne_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Wayne_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|18770.0|0|2183.0|0|0.0|0
0|2020-05-15|18882.0|0|2192.0|0|0.0|0
0|2020-05-16|18882.0|0|2192.0|0|0.0|0
