|dates|Marion_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Marion_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Marion_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|17.0|0|0.0|0|0.0|0
0|2020-05-18|17.0|0|0.0|0|0.0|0
0|2020-05-19|17.0|0|0.0|0|0.0|0
0|2020-05-20|17.0|0|0.0|0|0.0|0
0|2020-05-21|17.0|0|0.0|0|0.0|0
0|2020-05-22|18.0|0|0.0|0|0.0|0
0|2020-05-23|18.0|0|0.0|0|0.0|0
