|dates|Dakota_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Dakota_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Dakota_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Dakota_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Dakota_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Dakota_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1182.0|0|44.0|0|0.0|0
0|2020-05-28|1182.0|0|44.0|0|0.0|0
0|2020-05-29|1182.0|0|44.0|0|0.0|0
0|2020-05-30|1182.0|0|44.0|0|0.0|0
