|dates|Yellowstone_Montana_UnitedStates.JHU_ConfirmedCases.data|Yellowstone_Montana_UnitedStates.JHU_ConfirmedCases.missing|Yellowstone_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Yellowstone_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Yellowstone_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Yellowstone_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|83.0|0|2.0|0|0.0|0
0|2020-05-15|83.0|0|2.0|0|0.0|0
0|2020-05-16|83.0|0|2.0|0|0.0|0
