|dates|Ida_Iowa_UnitedStates.JHU_ConfirmedCases.data|Ida_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Ida_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Ida_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Ida_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Ida_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|10111.0|0|207.0|0|0.0|0
0|2020-05-15|10111.0|0|207.0|0|0.0|0
0|2020-05-16|10111.0|0|207.0|0|0.0|0
