|dates|Ingham_Michigan_UnitedStates.JHU_ConfirmedCases.data|Ingham_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Ingham_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Ingham_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Ingham_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Ingham_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|648.0|0|22.0|0|0.0|0
0|2020-05-18|649.0|0|23.0|0|0.0|0
0|2020-05-19|650.0|0|23.0|0|0.0|0
0|2020-05-20|667.0|0|23.0|0|0.0|0
0|2020-05-21|674.0|0|24.0|0|0.0|0
0|2020-05-22|682.0|0|24.0|0|0.0|0
0|2020-05-23|682.0|0|24.0|0|0.0|0
