|dates|Pierce_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Pierce_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Pierce_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Pierce_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Pierce_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Pierce_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|2.0|0|0.0|0|0.0|0
0|2020-05-25|2.0|0|0.0|0|0.0|0
0|2020-05-26|2.0|0|0.0|0|0.0|0
