|dates|Ray_Missouri_UnitedStates.JHU_ConfirmedCases.data|Ray_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Ray_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Ray_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Ray_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Ray_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|19.0|0|0.0|0|0.0|0
0|2020-05-28|19.0|0|0.0|0|0.0|0
0|2020-05-29|19.0|0|0.0|0|0.0|0
0|2020-05-30|19.0|0|0.0|0|0.0|0
