|dates|Huntington_Indiana_UnitedStates.JHU_ConfirmedCases.data|Huntington_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Huntington_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Huntington_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Huntington_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Huntington_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|21.0|0|2.0|0|0.0|0
0|2020-05-18|21.0|0|2.0|0|0.0|0
0|2020-05-19|20.0|0|2.0|0|0.0|0
0|2020-05-20|20.0|0|2.0|0|0.0|0
0|2020-05-21|20.0|0|2.0|0|0.0|0
0|2020-05-22|20.0|0|2.0|0|0.0|0
0|2020-05-23|20.0|0|2.0|0|0.0|0
