|dates|Pettis_Missouri_UnitedStates.JHU_ConfirmedCases.data|Pettis_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Pettis_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Pettis_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Pettis_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Pettis_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|70.0|0|1.0|0|0.0|0
0|2020-05-25|70.0|0|1.0|0|0.0|0
0|2020-05-26|70.0|0|1.0|0|0.0|0
