|dates|Clermont_Ohio_UnitedStates.JHU_ConfirmedCases.data|Clermont_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Clermont_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Clermont_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Clermont_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Clermont_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|181.0|0|5.0|0|0.0|0
0|2020-05-25|188.0|0|5.0|0|0.0|0
0|2020-05-26|188.0|0|5.0|0|0.0|0
