|dates|Jasper_Missouri_UnitedStates.JHU_ConfirmedCases.data|Jasper_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Jasper_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Jasper_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Jasper_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Jasper_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|32.0|0|0.0|0|0.0|0
0|2020-05-25|32.0|0|0.0|0|0.0|0
0|2020-05-26|32.0|0|0.0|0|0.0|0
