|dates|Iron_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Iron_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Iron_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Iron_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Iron_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Iron_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|2.0|0|1.0|0|0.0|0
0|2020-05-25|2.0|0|1.0|0|0.0|0
0|2020-05-26|2.0|0|1.0|0|0.0|0
