|dates|Grundy_Missouri_UnitedStates.JHU_ConfirmedCases.data|Grundy_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Grundy_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Grundy_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Grundy_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Grundy_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|9121.0|0|409.0|0|0.0|0
0|2020-05-18|9121.0|0|409.0|0|0.0|0
0|2020-05-19|9121.0|0|409.0|0|0.0|0
0|2020-05-20|9121.0|0|409.0|0|0.0|0
0|2020-05-21|9121.0|0|409.0|0|0.0|0
0|2020-05-22|9121.0|0|409.0|0|0.0|0
0|2020-05-23|9121.0|0|409.0|0|0.0|0
