|dates|Elliott_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Elliott_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Elliott_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Elliott_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Elliott_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Elliott_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|5822.0|0|275.0|0|0.0|0
0|2020-05-18|5822.0|0|275.0|0|0.0|0
0|2020-05-19|5822.0|0|275.0|0|0.0|0
0|2020-05-20|5822.0|0|275.0|0|0.0|0
0|2020-05-21|5822.0|0|275.0|0|0.0|0
0|2020-05-22|5822.0|0|275.0|0|0.0|0
0|2020-05-23|5822.0|0|275.0|0|0.0|0
