|dates|Hancock_Indiana_UnitedStates.JHU_ConfirmedCases.data|Hancock_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Hancock_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|323.0|0|27.0|0|0.0|0
0|2020-05-28|323.0|0|27.0|0|0.0|0
0|2020-05-29|323.0|0|27.0|0|0.0|0
0|2020-05-30|323.0|0|27.0|0|0.0|0
