|dates|Sandusky_Ohio_UnitedStates.JHU_ConfirmedCases.data|Sandusky_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Sandusky_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Sandusky_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Sandusky_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Sandusky_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|54.0|0|8.0|0|0.0|0
0|2020-05-15|56.0|0|8.0|0|0.0|0
0|2020-05-16|56.0|0|8.0|0|0.0|0
