|dates|Seneca_Ohio_UnitedStates.JHU_ConfirmedCases.data|Seneca_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Seneca_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Seneca_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Seneca_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Seneca_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|15.0|0|2.0|0|0.0|0
0|2020-05-18|15.0|0|2.0|0|0.0|0
0|2020-05-19|15.0|0|2.0|0|0.0|0
0|2020-05-20|16.0|0|2.0|0|0.0|0
0|2020-05-21|16.0|0|2.0|0|0.0|0
0|2020-05-22|16.0|0|2.0|0|0.0|0
0|2020-05-23|16.0|0|2.0|0|0.0|0
