|dates|Fulton_Ohio_UnitedStates.JHU_ConfirmedCases.data|Fulton_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Fulton_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Fulton_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Fulton_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Fulton_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|34.0|0|0.0|0|0.0|0
0|2020-05-18|35.0|0|0.0|0|0.0|0
0|2020-05-19|35.0|0|0.0|0|0.0|0
0|2020-05-20|35.0|0|0.0|0|0.0|0
0|2020-05-21|35.0|0|0.0|0|0.0|0
0|2020-05-22|35.0|0|0.0|0|0.0|0
0|2020-05-23|35.0|0|0.0|0|0.0|0
