|dates|Linn_Oregon_UnitedStates.JHU_ConfirmedCases.data|Linn_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Linn_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Linn_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Linn_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Linn_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|115.0|0|9.0|0|0.0|0
0|2020-05-28|115.0|0|9.0|0|0.0|0
0|2020-05-29|115.0|0|9.0|0|0.0|0
0|2020-05-30|115.0|0|9.0|0|0.0|0
