|dates|Tipton_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Tipton_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Tipton_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Tipton_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Tipton_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Tipton_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|403.0|0|2.0|0|0.0|0
0|2020-05-18|405.0|0|2.0|0|0.0|0
0|2020-05-19|407.0|0|2.0|0|0.0|0
0|2020-05-20|407.0|0|2.0|0|0.0|0
0|2020-05-21|409.0|0|2.0|0|0.0|0
0|2020-05-22|423.0|0|2.0|0|0.0|0
0|2020-05-23|423.0|0|2.0|0|0.0|0
