|dates|Waupaca_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Waupaca_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Waupaca_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Waupaca_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Waupaca_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Waupaca_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|23.0|0|1.0|0|0.0|0
0|2020-05-25|23.0|0|1.0|0|0.0|0
0|2020-05-26|23.0|0|1.0|0|0.0|0
