|dates|Marion_Illinois_UnitedStates.JHU_ConfirmedCases.data|Marion_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Marion_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|48.0|0|0.0|0|0.0|0
0|2020-05-18|48.0|0|0.0|0|0.0|0
0|2020-05-19|49.0|0|0.0|0|0.0|0
0|2020-05-20|49.0|0|0.0|0|0.0|0
0|2020-05-21|50.0|0|0.0|0|0.0|0
0|2020-05-22|50.0|0|0.0|0|0.0|0
0|2020-05-23|50.0|0|0.0|0|0.0|0
