|dates|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|153.0|0|2.0|0|0.0|0
0|2020-05-28|153.0|0|2.0|0|0.0|0
0|2020-05-29|153.0|0|2.0|0|0.0|0
0|2020-05-30|153.0|0|2.0|0|0.0|0
