|dates|Hamlin_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Hamlin_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Hamlin_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Hamlin_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Hamlin_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Hamlin_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|4.0|0|0.0|0|0.0|0
0|2020-05-25|4.0|0|0.0|0|0.0|0
0|2020-05-26|4.0|0|0.0|0|0.0|0
