|dates|Crook_Oregon_UnitedStates.JHU_ConfirmedCases.data|Crook_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Crook_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Crook_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Crook_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Crook_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1.0|0|0.0|0|0.0|0
0|2020-05-18|1.0|0|0.0|0|0.0|0
0|2020-05-19|1.0|0|0.0|0|0.0|0
0|2020-05-20|1.0|0|0.0|0|0.0|0
0|2020-05-21|1.0|0|0.0|0|0.0|0
0|2020-05-22|1.0|0|0.0|0|0.0|0
0|2020-05-23|1.0|0|0.0|0|0.0|0
