|dates|Graves_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Graves_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Graves_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Graves_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Graves_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Graves_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|159.0|0|19.0|0|0.0|0
0|2020-05-28|159.0|0|19.0|0|0.0|0
0|2020-05-29|159.0|0|19.0|0|0.0|0
0|2020-05-30|159.0|0|19.0|0|0.0|0
