|dates|Bartow_Georgia_UnitedStates.JHU_ConfirmedCases.data|Bartow_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Bartow_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Bartow_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Bartow_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Bartow_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|385.0|0|35.0|0|0.0|0
0|2020-05-18|396.0|0|35.0|0|0.0|0
0|2020-05-19|410.0|0|35.0|0|0.0|0
0|2020-05-20|419.0|0|35.0|0|0.0|0
0|2020-05-21|424.0|0|36.0|0|0.0|0
0|2020-05-22|427.0|0|36.0|0|0.0|0
0|2020-05-23|427.0|0|36.0|0|0.0|0
