|dates|Yalobusha_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Yalobusha_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Yalobusha_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Yalobusha_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Yalobusha_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Yalobusha_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|85.0|0|5.0|0|0.0|0
0|2020-05-28|85.0|0|5.0|0|0.0|0
0|2020-05-29|85.0|0|5.0|0|0.0|0
0|2020-05-30|85.0|0|5.0|0|0.0|0
