|dates|Holt_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Holt_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Holt_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Holt_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Holt_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Holt_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1.0|0|0.0|0|0.0|0
0|2020-05-28|1.0|0|0.0|0|0.0|0
0|2020-05-29|1.0|0|0.0|0|0.0|0
0|2020-05-30|1.0|0|0.0|0|0.0|0
