|dates|Washington_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Washington_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Washington_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|73.0|0|0.0|0|0.0|0
0|2020-05-25|73.0|0|0.0|0|0.0|0
0|2020-05-26|73.0|0|0.0|0|0.0|0
