|dates|Whitfield_Georgia_UnitedStates.JHU_ConfirmedCases.data|Whitfield_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Whitfield_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Whitfield_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Whitfield_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Whitfield_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|180.0|0|6.0|0|0.0|0
0|2020-05-18|188.0|0|7.0|0|0.0|0
0|2020-05-19|194.0|0|7.0|0|0.0|0
0|2020-05-20|206.0|0|7.0|0|0.0|0
0|2020-05-21|220.0|0|7.0|0|0.0|0
0|2020-05-22|249.0|0|7.0|0|0.0|0
0|2020-05-23|249.0|0|7.0|0|0.0|0
