|dates|Scioto_Ohio_UnitedStates.JHU_ConfirmedCases.data|Scioto_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Scioto_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Scioto_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Scioto_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Scioto_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|15.0|0|0.0|0|0.0|0
0|2020-05-25|15.0|0|0.0|0|0.0|0
0|2020-05-26|15.0|0|0.0|0|0.0|0
