|dates|Gillespie_Texas_UnitedStates.JHU_ConfirmedCases.data|Gillespie_Texas_UnitedStates.JHU_ConfirmedCases.missing|Gillespie_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Gillespie_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Gillespie_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Gillespie_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
