|dates|Hancock_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Hancock_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Hancock_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|18.0|0|0.0|0|0.0|0
0|2020-05-25|18.0|0|0.0|0|0.0|0
0|2020-05-26|18.0|0|0.0|0|0.0|0
