|dates|Clay_Georgia_UnitedStates.JHU_ConfirmedCases.data|Clay_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Clay_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|35.0|0|2.0|0|0.0|0
0|2020-05-25|35.0|0|2.0|0|0.0|0
0|2020-05-26|35.0|0|2.0|0|0.0|0
