|dates|St.Clair_Alabama_UnitedStates.JHU_ConfirmedCases.data|St.Clair_Alabama_UnitedStates.JHU_ConfirmedCases.missing|St.Clair_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|St.Clair_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|St.Clair_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|St.Clair_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|102.0|0|1.0|0|0.0|0
0|2020-05-25|104.0|0|1.0|0|0.0|0
0|2020-05-26|104.0|0|1.0|0|0.0|0
