|dates|Kandiyohi_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Kandiyohi_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Kandiyohi_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Kandiyohi_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Kandiyohi_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Kandiyohi_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|412.0|0|1.0|0|0.0|0
0|2020-05-18|415.0|0|1.0|0|0.0|0
0|2020-05-19|420.0|0|1.0|0|0.0|0
0|2020-05-20|426.0|0|1.0|0|0.0|0
0|2020-05-21|428.0|0|1.0|0|0.0|0
0|2020-05-22|443.0|0|1.0|0|0.0|0
0|2020-05-23|443.0|0|1.0|0|0.0|0
