|dates|Pendleton_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Pendleton_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Pendleton_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Pendleton_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Pendleton_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Pendleton_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|10.0|0|0.0|0|0.0|0
0|2020-05-28|10.0|0|0.0|0|0.0|0
0|2020-05-29|10.0|0|0.0|0|0.0|0
0|2020-05-30|10.0|0|0.0|0|0.0|0
