|dates|Taney_Missouri_UnitedStates.JHU_ConfirmedCases.data|Taney_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Taney_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Taney_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Taney_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Taney_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|12.0|0|2.0|0|0.0|0
0|2020-05-18|12.0|0|2.0|0|0.0|0
0|2020-05-19|12.0|0|2.0|0|0.0|0
0|2020-05-20|12.0|0|2.0|0|0.0|0
0|2020-05-21|14.0|0|2.0|0|0.0|0
0|2020-05-22|14.0|0|2.0|0|0.0|0
0|2020-05-23|14.0|0|2.0|0|0.0|0
