|dates|Yavapai_Arizona_UnitedStates.JHU_ConfirmedCases.data|Yavapai_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Yavapai_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Yavapai_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Yavapai_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Yavapai_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|292.0|0|6.0|0|0.0|0
0|2020-05-28|292.0|0|6.0|0|0.0|0
0|2020-05-29|292.0|0|6.0|0|0.0|0
0|2020-05-30|292.0|0|6.0|0|0.0|0
