|dates|Tangipahoa_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Tangipahoa_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Tangipahoa_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Tangipahoa_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Tangipahoa_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Tangipahoa_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|696.0|0|30.0|0|0.0|0
0|2020-05-15|707.0|0|30.0|0|0.0|0
0|2020-05-16|707.0|0|30.0|0|0.0|0
