|dates|Andrews_Texas_UnitedStates.JHU_ConfirmedCases.data|Andrews_Texas_UnitedStates.JHU_ConfirmedCases.missing|Andrews_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Andrews_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Andrews_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Andrews_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|24.0|0|0.0|0|0.0|0
0|2020-05-25|27.0|0|0.0|0|0.0|0
0|2020-05-26|27.0|0|0.0|0|0.0|0
