|dates|Screven_Georgia_UnitedStates.JHU_ConfirmedCases.data|Screven_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Screven_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Screven_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Screven_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Screven_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|19.0|0|1.0|0|0.0|0
0|2020-05-18|20.0|0|1.0|0|0.0|0
0|2020-05-19|20.0|0|1.0|0|0.0|0
0|2020-05-20|20.0|0|1.0|0|0.0|0
0|2020-05-21|22.0|0|1.0|0|0.0|0
0|2020-05-22|25.0|0|2.0|0|0.0|0
0|2020-05-23|25.0|0|2.0|0|0.0|0
