|dates|Middlesex_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Middlesex_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Middlesex_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Middlesex_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Middlesex_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Middlesex_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|14668.0|0|884.0|0|0.0|0
0|2020-05-18|14752.0|0|888.0|0|0.0|0
0|2020-05-19|14834.0|0|903.0|0|0.0|0
0|2020-05-20|14954.0|0|913.0|0|0.0|0
0|2020-05-21|15057.0|0|921.0|0|0.0|0
0|2020-05-22|15165.0|0|935.0|0|0.0|0
0|2020-05-23|15165.0|0|935.0|0|0.0|0
