|dates|McCurtain_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|McCurtain_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|McCurtain_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|McCurtain_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|McCurtain_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|McCurtain_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|32.0|0|0.0|0|0.0|0
0|2020-05-28|32.0|0|0.0|0|0.0|0
0|2020-05-29|32.0|0|0.0|0|0.0|0
0|2020-05-30|32.0|0|0.0|0|0.0|0
