|dates|Lenoir_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Lenoir_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Lenoir_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Lenoir_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Lenoir_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Lenoir_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|197.0|0|7.0|0|0.0|0
0|2020-05-28|197.0|0|7.0|0|0.0|0
0|2020-05-29|197.0|0|7.0|0|0.0|0
0|2020-05-30|197.0|0|7.0|0|0.0|0
