|dates|Chatham_Georgia_UnitedStates.JHU_ConfirmedCases.data|Chatham_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Chatham_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Chatham_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Chatham_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Chatham_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|476.0|0|23.0|0|0.0|0
0|2020-05-28|476.0|0|23.0|0|0.0|0
0|2020-05-29|476.0|0|23.0|0|0.0|0
0|2020-05-30|476.0|0|23.0|0|0.0|0
