|dates|Crenshaw_Alabama_UnitedStates.JHU_ConfirmedCases.data|Crenshaw_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Crenshaw_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Crenshaw_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Crenshaw_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Crenshaw_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|53.0|0|1.0|0|0.0|0
0|2020-05-18|53.0|0|1.0|0|0.0|0
0|2020-05-19|53.0|0|3.0|0|0.0|0
0|2020-05-20|52.0|0|2.0|0|0.0|0
0|2020-05-21|52.0|0|2.0|0|0.0|0
0|2020-05-22|53.0|0|2.0|0|0.0|0
0|2020-05-23|53.0|0|2.0|0|0.0|0
