|dates|Paulding_Ohio_UnitedStates.JHU_ConfirmedCases.data|Paulding_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Paulding_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Paulding_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Paulding_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Paulding_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|13.0|0|0.0|0|0.0|0
0|2020-05-28|13.0|0|0.0|0|0.0|0
0|2020-05-29|13.0|0|0.0|0|0.0|0
0|2020-05-30|13.0|0|0.0|0|0.0|0
