|dates|Isanti_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Isanti_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Isanti_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Isanti_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Isanti_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Isanti_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|33.0|0|0.0|0|0.0|0
0|2020-05-28|33.0|0|0.0|0|0.0|0
0|2020-05-29|33.0|0|0.0|0|0.0|0
0|2020-05-30|33.0|0|0.0|0|0.0|0
