|dates|Lafourche_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Lafourche_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Lafourche_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Lafourche_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Lafourche_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Lafourche_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|742.0|0|63.0|0|0.0|0
0|2020-05-18|744.0|0|64.0|0|0.0|0
0|2020-05-19|750.0|0|64.0|0|0.0|0
0|2020-05-20|753.0|0|64.0|0|0.0|0
0|2020-05-21|763.0|0|64.0|0|0.0|0
0|2020-05-22|766.0|0|64.0|0|0.0|0
0|2020-05-23|766.0|0|64.0|0|0.0|0
