|dates|Outagamie_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Outagamie_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Outagamie_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Outagamie_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Outagamie_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Outagamie_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|198.0|0|8.0|0|0.0|0
0|2020-05-28|198.0|0|8.0|0|0.0|0
0|2020-05-29|198.0|0|8.0|0|0.0|0
0|2020-05-30|198.0|0|8.0|0|0.0|0
