|dates|Kalkaska_Michigan_UnitedStates.JHU_ConfirmedCases.data|Kalkaska_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Kalkaska_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Kalkaska_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Kalkaska_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Kalkaska_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|19.0|0|2.0|0|0.0|0
0|2020-05-28|19.0|0|2.0|0|0.0|0
0|2020-05-29|19.0|0|2.0|0|0.0|0
0|2020-05-30|19.0|0|2.0|0|0.0|0
