|dates|GrandForks_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|GrandForks_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|GrandForks_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|GrandForks_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|GrandForks_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|GrandForks_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|327.0|0|3.0|0|0.0|0
0|2020-05-28|327.0|0|3.0|0|0.0|0
0|2020-05-29|327.0|0|3.0|0|0.0|0
0|2020-05-30|327.0|0|3.0|0|0.0|0
