|dates|Mecklenburg_Virginia_UnitedStates.JHU_ConfirmedCases.data|Mecklenburg_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Mecklenburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Mecklenburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Mecklenburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Mecklenburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|146.0|0|13.0|0|0.0|0
0|2020-05-15|152.0|0|15.0|0|0.0|0
0|2020-05-16|152.0|0|15.0|0|0.0|0
