|dates|Meade_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Meade_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Meade_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Meade_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Meade_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Meade_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|5.0|0|0.0|0|0.0|0
0|2020-05-18|5.0|0|0.0|0|0.0|0
0|2020-05-19|5.0|0|0.0|0|0.0|0
0|2020-05-20|5.0|0|0.0|0|0.0|0
0|2020-05-21|5.0|0|0.0|0|0.0|0
0|2020-05-22|6.0|0|0.0|0|0.0|0
0|2020-05-23|6.0|0|0.0|0|0.0|0
