|dates|Cedar_Iowa_UnitedStates.JHU_ConfirmedCases.data|Cedar_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Cedar_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Cedar_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Cedar_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Cedar_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|43.0|0|1.0|0|0.0|0
0|2020-05-15|42.0|0|1.0|0|0.0|0
0|2020-05-16|42.0|0|1.0|0|0.0|0
