|dates|Jones_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Jones_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Jones_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Jones_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Jones_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Jones_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|337.0|0|9.0|0|0.0|0
0|2020-05-18|342.0|0|9.0|0|0.0|0
0|2020-05-19|358.0|0|10.0|0|0.0|0
0|2020-05-20|366.0|0|12.0|0|0.0|0
0|2020-05-21|386.0|0|12.0|0|0.0|0
0|2020-05-22|422.0|0|12.0|0|0.0|0
0|2020-05-23|422.0|0|12.0|0|0.0|0
