|dates|Nye_Nevada_UnitedStates.JHU_ConfirmedCases.data|Nye_Nevada_UnitedStates.JHU_ConfirmedCases.missing|Nye_Nevada_UnitedStates.JHU_ConfirmedDeaths.data|Nye_Nevada_UnitedStates.JHU_ConfirmedDeaths.missing|Nye_Nevada_UnitedStates.JHU_ConfirmedRecoveries.data|Nye_Nevada_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|49.0|0|0.0|0|0.0|0
0|2020-05-15|49.0|0|0.0|0|0.0|0
0|2020-05-16|49.0|0|0.0|0|0.0|0
