|dates|Delaware_NewYork_UnitedStates.JHU_ConfirmedCases.data|Delaware_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Delaware_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Delaware_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Delaware_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Delaware_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|78.0|0|4.0|0|0.0|0
0|2020-05-28|78.0|0|4.0|0|0.0|0
0|2020-05-29|78.0|0|4.0|0|0.0|0
0|2020-05-30|78.0|0|4.0|0|0.0|0
