|dates|Seneca_NewYork_UnitedStates.JHU_ConfirmedCases.data|Seneca_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Seneca_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Seneca_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Seneca_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Seneca_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|51.0|0|0.0|0|0.0|0
0|2020-05-18|51.0|0|0.0|0|0.0|0
0|2020-05-19|51.0|0|0.0|0|0.0|0
0|2020-05-20|52.0|0|0.0|0|0.0|0
0|2020-05-21|52.0|0|0.0|0|0.0|0
0|2020-05-22|54.0|0|0.0|0|0.0|0
0|2020-05-23|54.0|0|0.0|0|0.0|0
