|dates|Ouachita_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Ouachita_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Ouachita_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Ouachita_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Ouachita_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Ouachita_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|10.0|0|0.0|0|0.0|0
0|2020-05-28|10.0|0|0.0|0|0.0|0
0|2020-05-29|10.0|0|0.0|0|0.0|0
0|2020-05-30|10.0|0|0.0|0|0.0|0
